0,0,0,0
0.03,131.81969,0.0125,0.95
0.06,133.08911,0.025,0.85
0.09,134.31329,0.0375,0.96
0.12,135.4929,0.05,1.05
0.15,136.62858,0.0625,1.23
0.18,137.7209,0.075,1.34
0.21,138.77045,0.0875,1.35
0.24,139.77773,0.1,1.46
0.27,140.74326,0.1125,1.45
0.3,141.66751,0.125,1.66
0.33,142.55091,0.1375,1.72
0.36,143.39388,0.15,1.91
0.39,144.19682,0.1625,2.18
0.42,144.9601,0.175,2.1
0.45,145.68405,0.1875,2.28
0.48,146.36901,0.2,2.5
0.51,147.01528,0.2125,2.31
0.54,147.62313,0.225,2.72
0.57,148.19284,0.2375,2.96
0.6,148.72465,0.25,3.45
0.63,149.21878,0.2625,3.94
0.66,149.67544,0.275,4.6
0.69,150.09484,0.2875,5.21
0.72,150.47713,0.3,5.78
0.75,150.82249,0.3125,6.49
0.78,151.13104,0.325,7.37
0.81,151.40293,0.3375,8.29
0.84,151.63826,0.35,9.94
0.87,151.83713,0.3625,10.78
0.9,151.99962,0.375,12.77
0.93,152.1258,0.3875,15.93
0.96,152.21573,0.4,19.11
0.99,152.26943,0.4125,22.56
1.02,152.28694,0.425,29.17
1.05,152.26827,0.4375,33.12
1.08,152.2134,0.45,98.28
1.11,152.12233,0.4625,106.38
1.14,151.99501,0.475,112.51
1.17,151.83141,0.4875,115.45
1.2,151.63146,0.5,118.7
1.23,151.39508,0.5125,122.54
1.26,151.12219,0.525,127.55
1.29,150.81267,0.5375,132.13
1.32,150.46641,0.55,134.07
1.35,150.08327,0.5625,137.27
1.38,149.6631,0.575,142.65
1.41,149.20572,0.5875,146.85
1.44,148.71096,0.6,148.91
1.47,148.17861,0.6125,151.21
1.5,147.60845,0.625,151.43
1.53,147.00025,0.6375,153.48
1.56,146.35375,0.65,154.47
1.59,145.66868,0.6625,153.69
1.62,144.94474,0.675,154.55
1.65,144.18162,0.6875,154.81
1.68,143.37898,0.7,154.55
1.71,142.53646,0.7125,154.47
1.74,141.65368,0.725,155.71
1.77,140.73025,0.7375,155.34
1.8,139.76572,0.75,153.71
1.83,0,0.7625,153
,,0.775,155.24
,,0.7875,154.13
,,0.8,154.15
,,0.8125,157.81
,,0.825,157.88
,,0.8375,158.75
,,0.85,160.09
,,0.8625,161.76
,,0.875,159.8
,,0.8875,156.06
,,0.9,157.88
,,0.9125,161.62
,,0.925,163.53
,,0.9375,161.86
,,0.95,161.95
,,0.9625,163.16
,,0.975,165.51
,,0.9875,165.93
,,1,164.46
,,1.0125,166.86
,,1.025,169.54
,,1.0375,169.81
,,1.05,170.11
,,1.0625,167.26
,,1.075,165.53
,,1.0875,168.08
,,1.1,164.43
,,1.1125,163.13
,,1.125,165.13
,,1.1375,162.77
,,1.15,163.32
,,1.1625,164.16
,,1.175,163.98
,,1.1875,165.15
,,1.2,162.24
,,1.2125,160.24
,,1.225,158.13
,,1.2375,156.1
,,1.25,155.97
,,1.2625,154.53
,,1.275,153.61
,,1.2875,153.64
,,1.3,153.38
,,1.3125,150.59
,,1.325,147.63
,,1.3375,147.24
,,1.35,146.96
,,1.3625,144.46
,,1.375,143.74
,,1.3875,141.46
,,1.4,139.91
,,1.4125,138.85
,,1.425,134.82
,,1.4375,132.02
,,1.45,128.24
,,1.4625,123.92
,,1.475,122.18
,,1.4875,120.55
,,1.5,118.67
,,1.5125,118.86
,,1.525,115.24
,,1.5375,111.13
,,1.55,109
,,1.5625,106.02
,,1.575,104.63
,,1.5875,103.66
,,1.6,99.62
,,1.6125,97.98
,,1.625,97.04
,,1.6375,95.67
,,1.65,93.72
,,1.6625,91.22
,,1.675,89.08
,,1.6875,88.37
,,1.7,88.55
,,1.7125,86.3
,,1.725,86.2
,,1.7375,83.15
,,1.75,78.94
,,1.7625,79.98
,,1.775,78.21
,,1.7875,74.93
,,1.8,72.94
,,1.8125,73.46
,,1.825,72.03
,,1.8375,67.27
,,1.85,64.77
,,1.8625,64.09
,,1.875,62.55
,,1.8875,61.55
,,1.9,59.41
,,1.9125,59.43
,,1.925,57.74
,,1.9375,57.1
,,1.95,56.18
,,1.9625,55.01
,,1.975,53.51
,,1.9875,51.18
,,2,50.77
,,2.0125,48.9
,,2.025,47.89
,,2.0375,45.9
,,2.05,44.32
,,2.0625,42.74
,,2.075,41.65
,,2.0875,40.3
,,2.1,39.43
,,2.1125,37.84
,,2.125,36.91
,,2.1375,35.47
,,2.15,34.09
,,2.1625,33.02
,,2.175,31.9
,,2.1875,30.84
,,2.2,28.69
,,2.2125,26.99
,,2.225,25.97
,,2.2375,24.28
,,2.25,23.01
,,2.2625,21.51
,,2.275,19.68
,,2.2875,18.39
,,2.3,16.47
,,2.3125,15.26
,,2.325,14.16
,,2.3375,13.16
,,2.35,11.58
,,2.3625,10.78
,,2.375,9.89
,,2.3875,8.56
,,2.4,7.52
,,2.4125,6.72
,,2.425,5.96
,,2.4375,5.34
,,2.45,4.78
,,2.4625,3.98
,,2.475,3.65
,,2.4875,3.05
,,2.5,2.51
,,2.5125,2.26
,,2.525,1.47
,,2.5375,1.2
,,2.55,1.21
,,2.5625,0.91
,,2.575,0.62
,,2.5875,0.51
,,2.6,0.44
,,2.6125,0.18
,,2.625,0.06
,,2.6375,0
